Test_Index,Actual,Logistic Regression_Prediction,Decision Tree_Prediction,Random Forest_Prediction,Support Vector Machine_Prediction,Logistic Regression_Accuracy,Decision Tree_Accuracy,Random Forest_Accuracy,Support Vector Machine_Accuracy,Logistic Regression_Precision,Decision Tree_Precision,Random Forest_Precision,Support Vector Machine_Precision,Logistic Regression_Recall,Decision Tree_Recall,Random Forest_Recall,Support Vector Machine_Recall,Logistic Regression_F1-Score,Decision Tree_F1-Score,Random Forest_F1-Score,Support Vector Machine_F1-Score
11,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1586,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1273,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1558,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1333,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1402,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1215,1,0,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2958,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2851,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2592,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1121,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
877,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1006,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
638,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2987,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
280,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2009,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
976,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2595,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2808,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2040,0,0,1,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2309,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
772,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
736,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2552,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2994,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1288,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
798,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
200,1,0,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1297,1,0,1,1,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2863,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1068,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2748,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
405,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
397,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2513,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
269,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2567,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1927,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
607,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2508,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2839,1,0,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1836,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
413,0,1,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
55,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1678,0,1,0,0,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
10,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
581,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
973,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2918,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2048,1,0,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2129,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
890,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1173,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
689,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1758,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
101,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1386,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
212,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1238,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1474,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1237,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
989,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
150,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
474,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1053,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1145,1,1,1,1,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
737,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2258,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
896,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
1500,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
2774,1,1,1,1,1,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
374,0,0,0,0,0,0.8183333333333334,0.9716666666666667,0.9783333333333334,0.895,0.8571428571428571,0.9829683698296837,0.9975186104218362,0.9290953545232273,0.8840579710144928,0.9758454106280193,0.9710144927536232,0.9178743961352657,0.8703923900118906,0.9793939393939394,0.9840881272949816,0.9234507897934386
